v1,v2
ham,నేనెంత మొండివాడినో నీకు తెలియదు. ఆసుపత్రికి వెళ్లడం కూడా నాకు ఇష్టం లేదు. నేను బలహీనుడిని కాదని మార్క్ కు చెబుతూనే ఉన్నాను. ఆస్పత్రులు బలహీనుల కోసమే.
ham,మీరు నా గురించి ఏమనుకున్నారు. మీరు నన్ను మొదటిసారి క్లాసులో చూశారు.
ham,"ఒక గ్రాము సాధారణంగా &lt;#&gt; లాగా నడుస్తుంది, అర ఎనిమిదవ వంతు తెలివైనది మరియు &lt;#&gt;"
ham,"రేపు ఉదయాన్నే కె ఫై ఎక్స్ కు రైడ్ ఉంది, కానీ అతను ఈ రాత్రి మా ప్రదేశంలో కూలిపోతున్నాడు"
ham,"వావ్. నీ సహవాసాలకు నువ్వు ఇంతగా ఇబ్బంది పడుతున్నావని నేనెప్పుడూ ఊహించలేదు. నీకు నచ్చిందని అనుకున్నాను, ఎందుకంటే నేను చేయగలిగినంత చేస్తున్నాను మరియు మీరు ఎల్లప్పుడూ ""గుహ"" గురించి చాలా సంతోషంగా కనిపించారు. క్షమించండి, నేను ఇవ్వలేదు మరియు ఇవ్వడానికి ఎక్కువ లేదు. నన్ను క్షమించండి. క్షమించండి, మీ గది చాలా ఇబ్బందికరంగా ఉంది."""
spam,ఎస్ఎంఎస్.. ac Sptv: న్యూజెర్సీ డెవిల్స్ మరియు డెట్రాయిట్ రెడ్ వింగ్స్ ఐస్ హాకీ ఆడతాయి. కరెక్టా లేదా తప్పునా? ముగించు? రిప్లై ఎండ్ SPTV
spam,ఎస్ఎంఎస్.. ac Sptv: న్యూజెర్సీ డెవిల్స్ మరియు డెట్రాయిట్ రెడ్ వింగ్స్ ఐస్ హాకీ ఆడతాయి. కరెక్టా లేదా తప్పునా? ముగించు? రిప్లై ఎండ్ SPTV
spam,"కంగ్రాట్స్! 2 కోసం 1 సంవత్సరం స్పెషల్ సినిమా పాస్ మీది. ఇప్పుడే 09061209465! సి సుప్రమన్ వి, మ్యాట్రిక్స్ 3, స్టార్ వార్స్ 3, మొదలైనవి అన్నీ 4 ఉచితం! bx420-ip4-5we. మధ్యాహ్నం 150 గంటలకు.. మిస్ అవ్వకండి! "
spam,"కంగ్రాట్స్! 2 కోసం 1 సంవత్సరం స్పెషల్ సినిమా పాస్ మీది. ఇప్పుడే 09061209465! సి సుప్రమన్ వి, మ్యాట్రిక్స్ 3, స్టార్ వార్స్ 3, మొదలైనవి అన్నీ 4 ఉచితం! bx420-ip4-5we. మధ్యాహ్నం 150 గంటలకు.. మిస్ అవ్వకండి! "
ham,మీరు ఎక్కడకు చేరుకున్నారో చెప్పండి
ham,"అవును.. వన్డే సిరీస్ నుంచి గౌతమ్, సెహ్వాగ్ ఔట్.."
ham,మీరు ఇంటికి వెళ్ళేటప్పుడు మీ కోసం $ 1 బర్గర్ తీసుకోవాలి. నేను కదలలేను. నొప్పి నన్ను చంపేస్తోంది.
ham,హా హా మంచి జోక్. అమ్మాయిలు పరిస్థితిని వెతుక్కునే వారు.
ham,ఐక్యూను చెక్ చేయడంలో ఇది ఒక భాగం.
ham,"క్షమించండి, నా రూమ్ మేట్స్ ఎప్పటికీ తీసుకున్నారు, నేను ఇప్పుడే వస్తే సరేనా?"
ham,"సరే, హెయిర్ డ్రెస్సర్ ని నేను డబుల్ చెక్ చేస్తాను, అతను ఇప్పటికే వున్ కట్ వి షార్ట్ అని చెప్పాడు. అందంగా కనిపించే వరకు కట్ చేస్తానని చెప్పాడు."
spam,"ఒక విలువైన కస్టమర్ గా, మీ Mob No యొక్క ఇటీవలి సమీక్షను అనుసరించి మీకు సలహా ఇవ్వడానికి నేను సంతోషిస్తున్నాను. మీకు £1500 బోనస్ ప్రైజ్ ఇవ్వబడుతుంది, కాల్ 09066364589"
spam,"ఒక విలువైన కస్టమర్ గా, మీ Mob No యొక్క ఇటీవలి సమీక్షను అనుసరించి మీకు సలహా ఇవ్వడానికి నేను సంతోషిస్తున్నాను. మీకు £1500 బోనస్ ప్రైజ్ ఇవ్వబడుతుంది, కాల్ 09066364589"
spam,"అర్జెంట్ UR యూరోడిసిన్క్ ట్రావ్, Aco&Entry41 లేదా £1000కు కాంప్లిమెంటరీ ట్రిప్ ఇచ్చింది. Txt DISను 87121 18+6*కు మరియు £1.50 (మరింతFrmMob)కు క్లెయిమ్ చేయడానికి. ShrAcomOrSglSuplt)10, LS1 3AJ"
spam,"అర్జెంట్ UR యూరోడిసిన్క్ ట్రావ్, Aco&Entry41 లేదా £1000కు కాంప్లిమెంటరీ ట్రిప్ ఇచ్చింది. Txt DISను 87121 18+6*కు మరియు £1.50 (మరింతFrmMob)కు క్లెయిమ్ చేయడానికి. ShrAcomOrSglSuplt)10, LS1 3AJ"
spam,"కొత్త ""విడాకుల బార్బీ"" గురించి మీరు విన్నారా? ఇది కెన్ యొక్క అన్ని వస్తువులతో వస్తుంది!"""
spam,"కొత్త ""విడాకుల బార్బీ"" గురించి మీరు విన్నారా? ఇది కెన్ యొక్క అన్ని వస్తువులతో వస్తుంది!"""
ham,వాహ్ లక్కీ మ్యాన్... అప్పుడు డబ్బు ఆదా చేసుకోవచ్చు... హీ...
ham,క్లాసు పూర్తయిన మీరు ఎక్కడ ఉన్నారు.
ham,హాయ్ బేబీ నేను ఇంట్లో ఉన్నాను ఇప్పుడు ఏదైనా చేయాలనుకుంటున్నారా? XX
ham,K.. కె:) మీరు ఎక్కడ ఉన్నారు?మీరు ఎలా నటించారు?
ham,మీరు ఇప్పుడు నాకు కాల్ చేయవచ్చు...
ham,నేను వెయిట్ చేస్తున్నాను మచాన్. ఖాళీ అయ్యాక నాకు కాల్ చేయండి.
ham,చాలా బాగుంది. నేను పెద్దమనిషిని మరియు మిమ్మల్ని హుందాగా మరియు గౌరవంగా చూస్తాను.
ham,మీరంటే నాకు చాలా ఇష్టం:) కానీ చాలా సిగ్గుపడుతున్నాను.
ham,&lt;#&gt; లేదా దేని తరువాత పనిచేయదు
ham,ఇక్కడ కూడా అలా కాదు. ఇంకా ఉద్యోగం కోసం వెతుకుతున్నారు. అక్కడ తా ఎంత సంపాదిస్తారు.
ham,"క్షమించండి, నేను తరువాత కాల్ చేస్తాను"
ham,K. ఇప్పుడే నన్ను పిలిచావా? 
ham,సరే నేను ఇంటికి వెళ్తున్నాను హాయ్ హాయ్
ham,ఆ మనిషి స్థానంలో నువ్వు ఉంటావు.
ham,అవును నెక్ట్స్ స్టాప్.
ham,"నేను తరువాత మీకు కాల్ చేస్తాను, నెట్ వర్క్ లేదు. కావాలంటే నాకు ఎస్ఎంఎస్ చేయండి."
ham,మీరు యోలోకి వచ్చినప్పుడు నిజంగా? నాకు మరో 2 టిక్కెట్లు మరియు మరో జాకెట్ మాత్రమే అవసరం మరియు నేను పూర్తి చేశాను. నేను ఇప్పటికే నా మల్టీస్ అన్నీ ఉపయోగించాను.
ham,"అవును నేను దానిని చేయడానికి అభ్యర్థనలు పంపడం ప్రారంభించాను, కానీ నొప్పి తిరిగి వచ్చింది కాబట్టి నేను తిరిగి మంచం మీద ఉన్నాను. ఫ్యాక్టరీలో డబుల్ కాయిన్లు కూడా.. నా అన్ని నైట్రోలలో నేను క్యాష్ చేసుకోవాలి."
ham,ఈ రాత్రి నేను ఇంకా దానిని తట్టుకోలేను బాబూ
ham,"ఎలా కానో.,డౌన్లోడ్ చేసుకోండి, రండి మీ ఫ్రీ.."
ham,అవును చేయండి! ÷ దగ్గరగా నిలబడకండి- మీరు ఏదో పట్టుకుంటారు÷
ham,"నొప్పిగా ఉన్నందుకు క్షమించండి. మరో రాత్రి కలుసుకుంటే ఓకేనా? నేను మధ్యాహ్నం క్యాజువాలిటీలో గడిపాను, అంటే నేను ఏ పని చేయలేదు మరియు నా అన్ని టైమ్ షీట్లు మరియు అది ఉన్నాయి. క్షమించండి. "
ham,ఆనందంలో చిరునవ్వు బాధలో చిరునవ్వు వర్షం చిరునవ్వు వంటి సమస్యలు వచ్చినప్పుడు చిరునవ్వు మిమ్మల్ని బాధపెడుతుంది ఎందుకంటే ఎవరైనా మిమ్మల్ని చిరునవ్వుతో చూడటానికి ఇష్టపడతారు!!
spam,"దయచేసి 0800 169 6031 వద్ద ఉదయం 10-9 గంటల మధ్య మా కస్టమర్ సర్వీస్ రిప్రజెంటేటివ్ కు కాల్ చేయండి, ఎందుకంటే మీరు £1000 నగదు లేదా £5000 బహుమతిని గెలుచుకున్నారు."
spam,"దయచేసి 0800 169 6031 వద్ద ఉదయం 10-9 గంటల మధ్య మా కస్టమర్ సర్వీస్ రిప్రజెంటేటివ్ కు కాల్ చేయండి, ఎందుకంటే మీరు £1000 నగదు లేదా £5000 బహుమతిని గెలుచుకున్నారు."
spam,"మీ ఉచిత రింగ్ టోన్ సేకరించడానికి వేచి ఉంది. ధృవీకరించడానికి పాస్ వర్డ్ \MIX\"" ను 85069 కు టెక్స్ట్ చేయండి. గెట్ అషర్ మరియు బ్రిట్నీ. FML"
spam,"మీ ఉచిత రింగ్ టోన్ సేకరించడానికి వేచి ఉంది. ధృవీకరించడానికి పాస్ వర్డ్ \MIX\"" ను 85069 కు టెక్స్ట్ చేయండి. గెట్ అషర్ మరియు బ్రిట్నీ. FML"
ham,అలాగా. మేము పూర్తి చేసిన తరువాత మేము చెల్లించడానికి చాలా రుణాలు ఉన్నాయి
ham,"హాయ్. ఇప్పుడు బాగానే ఉంది - ఇప్పుడే! అవును కొంచెం పరుగు కోసం. నాలుగు గంటలకు హెయిర్ స్టయిలర్స్ అపాయింట్మెంట్ ఉందని మర్చిపోయాను కాబట్టి ముందుగానే ఇంటికి వెళ్లి స్నానం చేయాలి. అది మీకు ప్రోబ్ కలిగిస్తుందా?\""హమ్"""
ham,దయచేసి ఇకపై నాకు మెసేజ్ చేయకండి. నేను చెప్పడానికి ఏమీ లేదు.
ham,సరే మీ ధర చట్టబద్ధంగా ఉన్నంత వరకు దాని పేరు చెప్పండి! నేను వాటిని తీసుకోవచ్చా? Y u ave x ams xx
ham,నేను ఇంకా కొనడానికి కారు కోసం చూస్తున్నాను. ఇంకా డ్రైవింగ్ టెస్ట్ కు వెళ్లలేదు.
ham,మీ అభ్యర్థన మేరకు 'మెల్లె మెల్లె (ఒరు మిన్నమినుంగింటే నురుంగు వేటమ్)' కాలర్స్ అందరికీ మీ కాలర్ట్యూన్ గా సెట్ చేయబడింది. మీ స్నేహితులు కాలర్ ట్యూన్ ను కాపీ చేయడానికి *9 నొక్కండి
ham,"వావ్. మీరు సరిగ్గా చెప్పారు! నేను అలా చేయాలనుకోలేదు. బోస్టన్ పురుషులను వదిలేసి, నా సెర్చ్ లొకేషన్ ను ఎన్ వైసీగా మార్చిన తర్వాత, ఏదో మార్పు వచ్చిందని నేను అనుకుంటున్నాను. నా సైన్ ఇన్ పేజీలో ఇప్పటికీ బోస్టన్ అని ఉంది."
ham,ఉమ్మా మై లైఫ్ అండ్ వావా ఉమా లవ్ యూ చాలా డియర్
ham,నా పుట్టినరోజు సందర్భంగా మీ శుభాకాంక్షలకు ధన్యవాదాలు. నా పుట్టినరోజును నిజంగా చిరస్మరణీయం చేసినందుకు ధన్యవాదాలు.
ham,"అయ్యో, నాకు కొంత డబ్బు వచ్చినప్పుడు నేను మిమ్మల్ని కొడతాను"
ham,నా కంప్యూటర్ ను మైన్ క్రాఫ్ట్ సర్వర్ గా పరిగణించడం ఎలా అని నా ఐపి అడ్రస్ టెస్ట్ ఎలా అవుతుంది
ham,నాకు తెలుసు! మతిస్థిమితం లేని వృద్ధులు.. అబద్ధం చెప్పకపోవడమే మంచిదని మా అమ్మ నీలా ఉండేది. మళ్లీ నేనెప్పుడూ జోకులు వేస్తూనే ఉంటాను...
ham,కంగారు పడకండి. అతను బిజీగా ఉన్నాడని నేను అనుకుంటున్నాను.
ham,నామవాచక పరిశోధన యొక్క బహువచనం ఏమిటి?
ham,ఆ తర్వాత dinner.msg కోసం వెళ్తున్నాను.
ham,నేను బాగానే ఉన్నాను ఎందుకంటే నేను 2 కొత్త విషయాలను ప్రయత్నించడానికి ఇష్టపడతాను. కానీ మావలె నిన్ను భయపెట్టాను. కాస్సు మరీ బిగ్గరగా చెప్పలేదు.
spam,జెంట్! మేము మిమ్మల్ని సంప్రదించడానికి ప్రయత్నిస్తున్నాము. గత వారాంతపు డ్రాలో మీరు £1000 ప్రైజ్ గ్యారంటీని గెలుచుకున్నారని చూపిస్తుంది. 09064012160 కు కాల్ చేయండి. క్లెయిమ్ కోడ్ K52. చెల్లుబాటు అయ్యేది 12 గంటలు మాత్రమే. 150ppm
spam,జెంట్! మేము మిమ్మల్ని సంప్రదించడానికి ప్రయత్నిస్తున్నాము. గత వారాంతపు డ్రాలో మీరు £1000 ప్రైజ్ గ్యారంటీని గెలుచుకున్నారని చూపిస్తుంది. 09064012160 కు కాల్ చేయండి. క్లెయిమ్ కోడ్ K52. చెల్లుబాటు అయ్యేది 12 గంటలు మాత్రమే. 150ppm
ham,నేను నా క్యాబిన్ లోకి ప్రవేశించగానే మా పీఏ 'హ్యాపీ బీ డే బాస్..' అన్నారు. నాకు స్పెషల్ గా అనిపించింది. ఆమె నన్ను 4 లంచ్ అడిగింది. లంచ్ అయ్యాక నన్ను తన అపార్ట్ మెంట్ కి పిలిచింది. అక్కడికి వెళ్లాం.
spam,"మీరు ప్రత్యేకంగా ఎంపిక చేయబడ్డ విజేత, 2£1000 లేదా 4* హాలిడే (ఫ్లైట్స్ ఇంక్) లైవ్ ఆపరేటర్ తో మాట్లాడండి 2 క్లెయిమ్ 0871277810910p/min (18+) "
spam,"మీరు ప్రత్యేకంగా ఎంపిక చేయబడ్డ విజేత, 2£1000 లేదా 4* హాలిడే (ఫ్లైట్స్ ఇంక్) లైవ్ ఆపరేటర్ తో మాట్లాడండి 2 క్లెయిమ్ 0871277810910p/min (18+) "
ham,హ్మ్మ్... మా మామయ్య నేరుగా పాఠశాలకు డబ్బు చెల్లిస్తున్నానని నాకు తెలియజేశాడు. కాబట్టి దయచేసి ఆహారం కొనండి.
spam,వ్యక్తిగత! 07742676969 కొరకు మీ 2004 అకౌంట్ స్టేట్ మెంట్ 786 అన్ డీమ్ చేయని బోనస్ పాయింట్లను చూపిస్తుంది. కాల్ క్లెయిమ్ చేయడానికి 08719180248 ఐడెంటిఫైయర్ కోడ్: 45239 గడువు ముగిసింది
spam,వ్యక్తిగత! 07742676969 కొరకు మీ 2004 అకౌంట్ స్టేట్ మెంట్ 786 అన్ డీమ్ చేయని బోనస్ పాయింట్లను చూపిస్తుంది. కాల్ క్లెయిమ్ చేయడానికి 08719180248 ఐడెంటిఫైయర్ కోడ్: 45239 గడువు ముగిసింది
spam,"అత్యవసరం! మీ మొబైల్ నెంబరు. 5/9/03న £2000 బోనస్ కాలర్ ప్రైజ్ లభించింది, ఇది మిమ్మల్ని సంప్రదించడానికి మా చివరి ప్రయత్నం! ల్యాండ్ లైన్ 09064019788 BOX42WR29C, 150PPM నుంచి కాల్ చేయండి"
spam,"అత్యవసరం! మీ మొబైల్ నెంబరు. 5/9/03న £2000 బోనస్ కాలర్ ప్రైజ్ లభించింది, ఇది మిమ్మల్ని సంప్రదించడానికి మా చివరి ప్రయత్నం! ల్యాండ్ లైన్ 09064019788 BOX42WR29C, 150PPM నుంచి కాల్ చేయండి"
spam,"7548తో ముగిసే నేటి వోడా నంబర్లు $350 అవార్డును అందుకోవడానికి ఎంపిక చేయబడ్డాయి. ఒకవేళ మీకు మ్యాచ్ ఉన్నట్లయితే, దయచేసి క్లెయిమ్ కోడ్ 4041 స్టాండర్డ్ రేట్స్ యాప్ ని ఉటంకిస్తూ 08712300220 కాల్ చేయండి."
spam,"7548తో ముగిసే నేటి వోడా నంబర్లు $350 అవార్డును అందుకోవడానికి ఎంపిక చేయబడ్డాయి. ఒకవేళ మీకు మ్యాచ్ ఉన్నట్లయితే, దయచేసి క్లెయిమ్ కోడ్ 4041 స్టాండర్డ్ రేట్స్ యాప్ ని ఉటంకిస్తూ 08712300220 కాల్ చేయండి."
ham,Ì_ ఎప్పుడు కొనుగోళ్లు పూర్తి చేస్తారో ఊహించగలరా?
