v1,v2
spam,"बधाई! 2 के लिए 1 साल का स्पेशल सिनेमा पास आपका है। 09061209465 अभी कॉल करें! सी Suprman वी, मैट्रिक्स 3, StarWars3, आदि सभी 4 मुफ्त! बीएक्स 420-आईपी 4-5 डब्ल्यूई। दोपहर 150 बजे। याद मत करो! "
ham,"क्षमा करें, मैं बाद में बैठक में फोन करूंगा।"
ham,बताएं कि आप कहां पहुंच गए
ham,हाँ।। गौती और सहवाग एकदिवसीय श्रृंखला से बाहर।
ham,आपको अपने घर के रास्ते पर अपने लिए $ 1 बर्गर लेना होगा। मैं हिल भी नहीं सकता। दर्द मुझे मार रहा है।
ham,हा हा हा अच्छा मजाक। लड़कियां स्थिति साधक हैं।
ham,यह आईक्यू की जांच का एक हिस्सा है
ham,"क्षमा करें मेरे रूममेट्स हमेशा के लिए ले गए, यह ठीक है अगर मैं अब तक आ जाऊं?"
ham,ठीक है लार मैं डबल चेक wif दा हेयर ड्रेसर पहले से ही उन्होंने कहा कि wun कट वी छोटा. उसने कहा कि जब तक मैं अच्छा नहीं दिखूंगा तब तक काटूंगा।
spam,"एक मूल्यवान ग्राहक के रूप में, मुझे आपको यह सलाह देने में प्रसन्नता हो रही है कि आपके मॉब नंबर की हालिया समीक्षा के बाद। आप एक £ 1500 बोनस पुरस्कार के साथ सम्मानित कर रहे हैं, 09066364589 कॉल"
ham,"आज गीत समर्पित दिवस है। ""आप मेरे लिए कौन सा गीत समर्पित करेंगे? इसे अपने सभी मूल्यवान मित्रों को भेजें लेकिन पहले मुझे खुश करें..."""
spam,"तत्काल यूआर ने यूरोडिसिंक ट्रैव, एसीओ और एंट्री 41 या £ 1000 के लिए एक मानार्थ यात्रा से सम्मानित किया। txt DIS को 87121 18+6*å£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ"
spam,क्या आपने नए तलाक बार्बी के बारे में सुना? यह केन के सभी सामानों के साथ आता है!
ham,मैं इस महीने के अंत में देने के लिए विमान है।
ham,वाह भाग्यशाली आदमी ... फिर पैसे बचा सकते हैं ... ही।।।
ham,समाप्त कक्षा आप कहाँ हैं।
ham,हाय बेब घर पर im अब कुछ करना चाहते हैं? एक्सएक्स
ham,K.. कश्मीर :)आप कहाँ हैं?आपने कैसा प्रदर्शन किया?
ham,आप मुझे अभी कॉल कर सकते हैं...
ham,मैं मचान का इंतजार कर रहा हूं। फ्री होने के बाद मुझे कॉल करें।
ham,यह अच्छा है। मैं एक सज्जन व्यक्ति हूं और आपके साथ गरिमा और सम्मान के साथ व्यवहार करूंगा।
ham,मुझे आप लोग बहुत पसंद हैं :) लेकिन मैं बहुत शर्मीला हूं पा।
ham,&lt;#&gt; या क्या के बाद काम नहीं करता है
ham,यहाँ ऐसा नहीं है। अभी भी नौकरी की तलाश है। वहां ता कितना कमाता है।
ham,"क्षमा करें, मैं बाद में फोन करता हूँ"
ham,K. क्या तुमने मुझे अभी बुलाया है आह? 
ham,ठीक है मैं घर के रास्ते पर हूँ हाय हाय
ham,आप उस आदमी की जगह पर होंगे
ham,हाँ अगला पड़ाव।
ham,"मैं आपको बाद में कॉल करता हूं, नेटवर्क नहीं है। अगर जरूरी है, तो मुझे एसएमएस करें।"
ham,असली के लिए जब आप यो पर हो रही है? मुझे केवल 2 और टिकट और एक और जैकेट चाहिए और मेरा काम हो गया। मैंने पहले से ही अपने सभी मल्टी का उपयोग किया है।
ham,"हां, मैंने इसे बनाने के लिए अनुरोध भेजना शुरू कर दिया, लेकिन दर्द वापस आ गया, इसलिए मैं बिस्तर पर वापस आ गया हूं। कारखाने में भी दोहरे सिक्के। मुझे अपने सभी नाइट्रो को भुनाना होगा।"
ham,मैं वास्तव में अभी भी आज रात बेब तक नहीं हूं
ham,"Ela kano., il download, come wen your free.."
ham,हाँ करो! बंद करने ÷ लिए खड़े न हों- आप कुछ पकड़ लेंगे ÷!
ham,दर्द होने के लिए क्षमा करें। क्या यह ठीक है अगर हम एक और रात को मिलते हैं? मैंने देर दोपहर को हताहत में बिताया और इसका मतलब है कि मैंने वाई सामान 42 में से कोई भी नहीं किया है और इसमें मेरी सभी समय पत्रक और वह शामिल हैं। क्षमा करें। 
ham,खुशी में मुस्कुराओ दर्द में मुस्कुराओ मुस्कुराओ जब मुसीबत बारिश की तरह आती है तो मुस्कुराओ जब तुम मुस्कुराते हुए देखो !!
spam,कृपया हमारे ग्राहक सेवा प्रतिनिधि को 0800 169 6031 पर सुबह 10 बजे से रात 9 बजे के बीच कॉल करें क्योंकि आपने £1000 नकद या £5000 पुरस्कार की गारंटी दी है!
ham,बाद में खरीदने की योजना नहीं है। मैं पहले से ही जांच करता हूं कि लीडो को दोपहर में केवल 530 शो मिले। आप पहले से ही काम खत्म?
spam,"आपकी मुफ्त रिंगटोन एकत्र होने की प्रतीक्षा कर रही है। सत्यापित करने के लिए बस पासवर्ड \MIX\"" को 85069 पर टेक्स्ट करें। अशर और ब्रिटनी प्राप्त करें। एफएमएल"
ham,तेलुगु फिल्म देखना.. तुम क्या कर रहे हो?
ham,अच्छा। जब हम समाप्त करते हैं तो हमारे पास भुगतान करने के लिए ऋण का भार होता है
ham,"नमस्ते। Wk ठीक हो गया - अब होल्स पर! हाँ एक रन के लिए थोड़ा सा। भूल गया कि मेरे पास चार बजे हेयरड्रेसर की नियुक्ति है, इसलिए पहले से घर एन शॉवर प्राप्त करने की आवश्यकता है। क्या यह आपके लिए समस्या का कारण बनता है?हैम"""
ham,कृपया मुझे अब और पाठ न करें। मुझे और कुछ नहीं कहना है।
ham,"ठीक है, जब तक यह कानूनी है, तब तक अपनी कीमत का नाम दें! वेन क्या मैं उन्हें ले जा सकता हूँ? Y u ave x ams xx"
ham,मैं अभी भी खरीदने के लिए एक कार की तलाश कर रहा हूं। और अभी तक 4the ड्राइविंग टेस्ट नहीं गए हैं।
ham,आपके अनुरोध के अनुसार 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' सभी कॉल करने वालों के लिए आपके कॉलरट्यून के रूप में सेट किया गया है। दबाएं *9 अपने दोस्तों को कॉपी करने के लिए कॉलरट्यून
ham,"वाह-वाह। तुम सही हो! मेरा ऐसा करने का मतलब नहीं था। मुझे लगता है कि एक बार जब मैंने बोस्टन पुरुषों को छोड़ दिया और अपना खोज स्थान एनवाईसी में बदल दिया, तो कुछ बदल गया। मेरे साइनइन पेज पर Cuz यह अभी भी बोस्टन कहता है।"
ham,उम्मा मेरी जिंदगी और वावा उम्मा लव यू लॉट डियर
ham,मेरे जन्मदिन पर आपकी शुभकामनाओं के लिए बहुत-बहुत धन्यवाद। मेरे जन्मदिन को वास्तव में यादगार बनाने के लिए धन्यवाद।
ham,"Aight, मैं तुम्हें मारा जब मैं कुछ नकदी मिलता है"
ham,मेरा आईपी पता कैसे परीक्षण करेगा कि मेरे कंप्यूटर पर विचार करना एक मिनीक्राफ्ट सर्वर नहीं है
ham,मुझे मालूम है! क्रोधी बूढ़े लोग। मेरी माँ की तरह आप बेहतर झूठ नहीं बोल रहे थे। फिर मैं हमेशा चुटकुले खेलने वाला हूं ...
ham,चिंता मत करो। मुझे लगता है कि वह व्यस्त है।
ham,संज्ञा अनुसंधान का बहुवचन क्या है?
ham,आप के बाद dinner.msg के लिए जा रहे हैं।
ham,मैं ठीक हूं क्योंकि मुझे पसंद है 2 नई चीजों की कोशिश करें। लेकिन मैं तुम्हें मह की तरह डरा दिया. क्योंकि तुमने कहा कि बहुत जोर से नहीं।
spam,पुरुष! हम आपसे संपर्क करने की कोशिश कर रहे हैं। पिछले सप्ताहांत ड्रा से पता चलता है कि आपने £ 1000 का पुरस्कार जीता है। 09064012160 को कॉल करें। दावा कोड K52। केवल 12 घंटे मान्य। 150पीपीएम
ham,"वा, आपका ओपनइन वाक्य बहुत औपचारिक है ... वैसे भी, मैं भी ठीक हूँ, juz tt मैं वजन पर बहुत ज्यादा n पुटिन खा रहा हूँ ... हाहा... तो कोई विशेष हुआ?"
ham,"जैसे ही मैंने अपने केबिन में प्रवेश किया, मेरे पीए ने कहा, ""हैप्पी बर्थडे बॉस!!""। मुझे विशेष महसूस हुआ। उसने मुझसे 4 लंच के लिए पूछा। दोपहर के भोजन के बाद उसने मुझे अपने अपार्टमेंट में आमंत्रित किया। हम वहां गए।"
spam,आप एक विजेता हैं जिसे आपको विशेष रूप से चुना गया है 2 £ 1000 या 4 * छुट्टी (उड़ानें इंक) प्राप्त करें एक लाइव ऑपरेटर से बात करें 2 दावा 0871277810910p / मिनट (18+) 
ham,"अच्छा! हां, हमें शुक्रवार को बोलना चाहिए - टॉर्टिला के लिए अंडे-आलू अनुपात की जरूरत है! "
ham,हम्म।।। मेरे चाचा ने मुझे अभी सूचित किया कि वह सीधे स्कूल को भुगतान कर रहा है। तो कृपया खाना खरीदें।
spam,मामूली सिपाही! 07742676969 के लिए आपका 2004 खाता विवरण 786 अनरिडीम किए गए बोनस अंक दिखाता है। कॉल 08719180248 पहचानकर्ता कोड का दावा करने के लिए: 45239 समाप्त हो रहा है
spam,"बहुत ज़रूरी! आपका मोबाइल नं. 5/9/03 को £ 2000 बोनस कॉलर पुरस्कार से सम्मानित किया गया था यह यू से संपर्क करने का हमारा अंतिम प्रयास है! लैंडलाइन 09064019788 BOX42WR29C, 150PPM से कॉल करें"
ham,यहाँ मेरा नया पता है -सेब और जोड़े और वह सब मलार्की
spam,7548 को समाप्त करने वाले आज के वोडा नंबरों को $ 350 का पुरस्कार प्राप्त करने के लिए चुना गया है। यदि आपके पास कोई मैच है तो कृपया दावा कोड 4041 मानक दरों 08712300220 ऐप का हवाला देते हुए कॉल करें
ham,मैं आज साओ मु जा रहा हूं। 12 बजे ही किया जाएगा 
ham,क्या आप भविष्यवाणी करते हैं कि Ì_ कब खरीदारी खत्म करेंगे?
ham,"अच्छी चीजें, करेंगे।"
ham,"बस इतना है कि आप जानते हैं, फिर भी अभी तक पैसे नहीं भेजे हैं। मैंने उसे भेजने की जहमत न उठाने के लिए सिर्फ एक पाठ भेजा। तो यह खत्म हो गया है, आपको किसी भी चीज में खुद को शामिल करने की जरूरत नहीं है। मुझे आप पर कुछ भी थोपना नहीं चाहिए था, इसलिए इसके लिए मैं माफी मांगता हूं।"
ham,क्या आप कमरे में हैं?
ham,अरे लड़की. कैसे आरयू? आशा है कि आप अच्छी तरह से मुझे एक डेल आर बक! फिर से लंबे समय तक कोई सी नहीं! मुझे LUCYxx से कॉल राशि का समय दें
ham,K.. k:)इसकी कीमत कितनी है?
ham,मैं घर पर हूँ।
ham,"प्रिय, Tmorrow.pls समायोजित करेंगे।"
ham,पहले मेरे सवाल का जवाब दो।
spam,सनशाइन क्विज Wkly Q! एक शीर्ष सोनी डीवीडी प्लेयर जीतें यदि आप जानते हैं कि एल्गरवे किस देश में है? Txt ansr को 82277 पर भेजें। å£1.50 SP:Tyrone
spam,2 आज रात रखी जाना चाहते हैं? असली डॉगिंग स्थानों सीधे भेजा चाहते हैं 2 अपने भीड़? यूके के सबसे बड़े डॉगिंग नेटवर्क बीटी Txting बजरी से 69888 तक जुड़ें! Nt. ec2a. 31p.msg@150पी
ham,मैं केवल एमएसएन हूं। यह yijue@hotmail.com
ham,वह वहां हैं। आप उसे बुलाकर उससे मिलिए
ham,नहीं नहीं। मैं गतिविधियों के लिए सभी कमरों की जाँच करूँगा
spam,आप चैट svc से किसी भी अधिक संदेश rcv नहीं होगा. मुफ्त कट्टर सेवाओं के लिए पाठ पर जाएं: 69988 यदि आपको कुछ नहीं मिलता है तो आपको yr नेटवर्क के साथ आयु सत्यापित करना होगा और पुनः प्रयास करना होगा
ham,ग मिल गया... मैं टाइप करने के लिए आलसी ... मैं लेक्चर में Ì_ भूल गया ... मैंने एक थैली देखी लेकिन जैसे वी अच्छा नहीं ...
ham,"कश्मीर, मुझे पाठ जब तुम रास्ते पर कर रहे हैं"
ham,"सर, आपके मेल का इंतजार है।"
ham,"एक SWT सोचा: \Nver छोटी बातें कर के थक जाओ 4 प्यारा व्यक्तियों.. \"" कोज़ .. कभी-कभी उन छोटी चीजों को उनके दिल में सबसे बड़ा हिस्सा घेर लेते हैं .. गुड नि8"""
ham,मुझे पता है कि तुम हो। क्या आप कृपया पीठ खोल सकते हैं?
ham,हाँ फिर डॉट पर नहीं देखें
ham,स्टाफ का नाम क्या है जो हमारे लिए कक्षा ले रहा है?
spam,"FreeMsg आपने मेरे पाठ का जवाब क्यों नहीं दिया? मैं रैंडी, सेक्सी, महिला और स्थानीय रहते हैं. लव यू नेटकॉलेक्स लिमिटेड 08700621170150p प्रति संदेश उत्तर से सुनने के लिए रुकें"
ham,उम्म्मा.चेक इन करने के बाद कॉल करेंगे.हमारा जीवन कतर से शुरू होगा इसलिए pls बहुत कठिन प्रार्थना करें।
ham,K.. मैंने अपना संपर्क हटा दिया कि क्यों?
ham,सिंधु को बिरला सॉफ्ट में नौकरी मिल गई..
ham,शराब बह रही है और मैं हूँ मैं कभी नहीं है ..
ham,हाँ मैं thk सिने बेहतर है क्योंकि कोई ज़रूरत नहीं है 2 प्लाजा माह नीचे जाओ।
ham,ठीक है।।। आपका विशिष्ट उत्तर ...
ham,आपके अनुरोध के अनुसार 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' सभी कॉल करने वालों के लिए आपके कॉलरट्यून के रूप में सेट किया गया है। दबाएं *9 अपने दोस्तों को कॉपी करने के लिए कॉलरट्यून
ham,"आप हर जगह गंदगी हैं, फर्श पर, खिड़कियों पर, यहां तक कि मेरी शर्ट पर भी। और कभी-कभी जब मैं अपना मुंह खोलता हूं, तो आप सभी बहते हुए आते हैं। मैं तुम्हारे बिना अपनी दुनिया का सपना देखता हूं, फिर मेरे आधे काम भी बाहर हैं। मेरे लिए खुशी का समय, बहुत सारे टीवी शो मैं देखूंगा। लेकिन मुझे लगता है कि सभी चीजों की तरह आपको बस मौजूद होना चाहिए, जैसे बारिश, ओले और धुंध, और जब मेरा समय यहां पूरा हो जाता है, तो आप और मैं एक हो जाते हैं।"
ham,"Aaooooright, क्या आप काम पर हैं?"
ham,मैं अब अपना घर छोड़ रहा हूँ...
ham,हैलो मेरे प्यारे। आप क्या कर रहे हैं? क्या आप आज उस साक्षात्कार में पहुंचे? क्या आप खुश हैं? क्या आप एक अच्छे लड़के हैं? क्या तुम मेरे बारे में सोचते हो? क्या आप मुझे याद कर रहे हैं?
spam,ग्राहक सेवा की घोषणा। आपके पास नए साल की डिलीवरी आपकी प्रतीक्षा कर रही है। डिलीवरी की व्यवस्था करने के लिए कृपया 07046744435 अभी कॉल करें
spam,आप एक विजेता हैं जिसे आप विशेष रूप से चुना गया है 2 £ 1000 नकद या एक 4 * छुट्टी (उड़ानें इंक) एक लाइव ऑपरेटर से बात करें 2 दावा 0871277810810
ham,अपने आप को मेरे लिए सुरक्षित रखें क्योंकि मुझे आपकी ज़रूरत है और मैं आपको पहले से ही याद करता हूं और मैं उन सभी से ईर्ष्या करता हूं जो आपको वास्तविक जीवन में देखते हैं
ham,मेरे माता-पिता के लिए नई कार और घर:)मेरे हाथ में केवल नई नौकरी है :)
ham,मैं तुमसे बहुत प्यार करता हूँ। मैं आपके साथ बिताए हर दिन को उत्साहित करता हूं। तुम मुझे बहुत खुश करते हो।
spam,-PLS STOP bootydelious (32/F) आपको उसका दोस्त बनने के लिए आमंत्रित कर रहा है। उत्तर हाँ-434 या नहीं-434 उसे देखें: www.SMS.ac/u/bootydelious रुको? STOP FRND को 62468 पर भेजें
spam,"BangBabes आपका ऑर्डर रास्ते में है। आपको एक सेवा संदेश 2 डाउनलोड यूआर सामग्री प्राप्त करनी चाहिए। यदि आप नहीं करते हैं, तो गोटो वैप। बैंगब। यूआर मोबाइल इंटरनेट/सेवा मेनू पर टीवी"
ham,मैं आपके सभी बिंदुओं को पहले से ही ई संस्कृतियों मॉड्यूल पर रखता हूं।
spam,बहुत ज़रूरी! हम आपसे संपर्क करने की कोशिश कर रहे हैं। पिछले सप्ताहांत ड्रा से पता चलता है कि आपने गारंटी के लिए £ 900 का पुरस्कार जीता है। 09061701939 को कॉल करें। दावा कोड S89। केवल 12 घंटे मान्य
ham,"हाय दोस्त, हमारे प्रिय व्यक्ति की बुद्धि को गलत समझने से बचने का सबसे अच्छा तरीका कौन सा है?"
ham,महान पलायन। मैं पुल की कल्पना करता हूं लेकिन उसे लेगर की जरूरत है। मिलते हैं टोमो 
ham,हाँ :)यह पूरी तरह से आउट ऑफ फॉर्म है:)क्लार्क भी पूरी तरह से बेकार है।
ham,"महोदय, मुझे एक्सिस बैंक खाता संख्या और बैंक पता चाहिए।"
ham,"हम्म.. Thk यकीन है कि हॉप करने के लिए समय मिला ... हां, 4 मुफ्त abt जा सकते हैं ... मुज़ आपको लियाओ पर चर्चा करने के लिए बुलाता है ... "
ham,आप बाद में किस समय नीचे आ रहे हैं? 
ham,"खूनी नरक, विश्वास नहीं कर सकता कि आप मेरा उपनाम भूल गए श्री। मैं आपको एक सुराग देता हूं, इसकी स्पेनिश और एम के साथ शुरू होता है ... "
ham,"खैर, मैं अब अपना स्नान खत्म करने जा रहा हूँ। एक अच्छा है ... शुभ रात्रि।"
ham,मुझे बताएं कि आपके पास पैसे कब हैं ताकि कार्लोस कॉल कर सके
ham,आप अभी भी मॉल जा रहे हैं?
ham,"पता चला कि मेरे दोस्त पूरे शो के लिए रह रहे हैं और ~ &lt;#&gt; तक वापस नहीं आएंगे, इसलिए बेझिझक आगे बढ़ें और $ &lt;#&gt; मूल्य का धूम्रपान करें"
ham,उसे पाठ करें। अगर वह जवाब नहीं देती है तो मुझे बताएं ताकि मैं उसे लॉग इन कर सकूं
ham,नमस्ते! आपने अभी मनीशा वी से बात की। हम जानना चाहते हैं कि क्या आप अनुभव से संतुष्ट थे। हां या ना के साथ टोल फ्री उत्तर दें।
ham,आपने पैसे की पेशकश के साथ मेरी उम्मीदों को जगाया। मुझे जरूरत है। खासकर जब महीने का अंत आता है और यह मेरे अध्ययन को नुकसान पहुंचाता है। वैसे भी एक GR8 सप्ताहांत है
ham,"योग्य नहीं, आप मुझ पर भरोसा कर सकते हैं।"
ham,ठीक है। मैं एक सज्जन व्यक्ति हूं और आपके साथ गरिमा और सम्मान के साथ व्यवहार करूंगा।
ham,"वह करेगा, तुम लोग करीब?"
ham,कुछ भी महान नहीं जा रहा है। अलविदा
ham,हैलो हैंडसम ! क्या आपको वह नौकरी मिल रही है? आलसी नहीं होना ? मम्मी के लिए उस नेट को वापस पाने की दिशा में काम कर रहे हैं? अब मेरा बॉयटॉय कहां है? क्या वह मुझे याद करता है?
ham,"हाहा बहुत बढ़िया, एक मिनट में वहां पहुंचें"
